,index1,context,Label,혐오 대상,혐오대상(세부),cluster10,cluster20,cluster30
14940,8983,내가 보기에는 공정 정의 어쩌고 하면서 국민의힘당과 윤석열 지지하는 사람들이 머리 나쁘다고 봅니다 공정과 정의가 어찌 윤석열여게 있다는 말인지 수사할 때도 검사집단만을 위하여 자기집식구의 불법과 비리를 숨기기 위하여 온갖 거짖말과 편법을 일삼아 온 사람에게 취하여 속고 있는 사람들이 딱하고 불쌍합니다 윤석열이 정말 정의롭고 공정합니까 왜요 무엇을 보고 그렇게 생각하십니까 김건희 장모 최은순 불법과 부정이 가득한데 모른다며 결과를 보면 국민이 납득이 가지 않는 판결이 이루어지고 있는데요 내는 윤후보가 절대 공정하지도 정의롭지도 앓다고생각합니다 속지 마세요 지나고 나면 때는 늦습니다,정상,,,8,3,9
14943,1951,무슨재미로 사세요 그렇게 계속 사시면 평생 여자친구 안생깁니다 ㅜㅜ,정상,,,6,12,13
14946,19229,죰만 더 심하면 쪽지붙일려고,정상,,,9,9,1
14948,8243,전라도 사전투표 50퍼가 넘는데 여기서 엄대엄이면 본투표부터는 벌어진다는거잔아 본투표는 경상도포함 본격적으로 보수의 시간인데,정상,,,7,0,20
14950,207,"어제 장애인 올림픽 개막식 다들 보셨나요 우크라이나, 소치 패럴림픽 개회식서 러시아에 항의 기수만 입장",정상,,,7,5,2
14951,21989,"얼마전 고발프로에서 가짜 장애인들 나왔죠 모델,운동선수,선생 그 중 선생 중 한명이 장애인 전형으로 임용되서 선생질하더군요 가짜장애인 돈주고 만들어서 장애인들과 경쟁해서 쉽게 임용합격 정말 보면서 짜증 능력없으면 돈주고 장애인되서 취업하는 분들도 있다는 것을 이걸보고 처음 알았습니다",정상,,,5,7,8
14952,20297,위키 개독은 대한민국에서 개신교 신자들에 대한 멸칭으로 사용되는 인터넷 용어이다 주로 근본주의 성향의 개신교 신자들을 낮게 칭하는 뜻으로 쓰인다 나무위키 기독교 중에서도 개신교 특히 극단주의 개신교 1 를 비하하는 멸칭으로 비하의 뜻을 담은 접두사 개 가 기독교의 기 를 대체해서 개 같은 기독교 의 의미로 부른다 더 줄여서 개독이라고도 한다 2 간단히 말해 몇몇 개신교 신도가 극단성 선민의식 편협함 자기 중심적 사고 내로남불에 머물러 있어서 생겨난 단어다 눈가리고 아웅은 개뿔,맥락적 정상,['종교'],['기독교계'],4,4,27
14953,15621,이거 새우그림 있는거 맛있음 ㅋㅋ인터넷으로 개당 650원인가 그런데동남아 인스턴트 라면들은 특징이라면면발이 얇고 정말 고소함 한국도 이런 면발 맛구색만 제대로 해서 나오면히트칠거같은데말이쥬,정상,,,1,1,29
14954,6585,2030남 대장동을 제대로 감사하지않고 봐주기 감사한 최재형이 몸통 ㅋㅋㅋ,정상,,,2,10,7
14959,6570,소 름,정상,,,3,18,25
14963,6411,부산 사람 입장에서는 진짜 눈사람을 만든다는게 신기함 동구밖 과수원길 같은 느낌 교과서나 책에 나오니까 지식으로는 아는데 현실적이지 않은 느낌임,정상,,,9,9,3
14966,20071,일단 제가 펨코와서 신고 넣고 or 관리자가 된 이후에 지역 비하 사유로 처벌간건이 공지에 대충 2 3개쯤되는거 같네요 제목+내용 내용으로만 지역이라는 키워드를 검색 천의님이랑 독개님 이슬님이 처리한글 천의님은 덧글로 짤막하게 해서 기억은 안나는데 독개님이 아마 내용이 이거였을겁니다 전라도 홍어 진보 빨갱이 새끼들 개 줫같네독개 조회 수 67 추천 수 1 댓글 17네이트 기사 ㅅㅂ전라도 민주당 투표율 97 나오면서경상도 자한당 80 나오는걸 욕하네 십새끼들 지들은 경상도 존나 욕하면서 전라도 욕하면 지역비하하는 쓰레기 새끼로 모는 십새끼들 ㄹㅇ 전라도 홍어새끼들 홍어 먹다 전부 복상사했으면이게 너무빼박이라 신고들어와서 이슬님이 처리하신것 그외에는 저도 모르겠네요 관리자 정시게 랑 문신게 총괄하시난 독고님이랑 부주심님의 지역비하에 대한 처벌 기준이 저희랑 일치는 하는지 모르겠습니다 이것도 제 입장이라 이슬님은 또 다르실지도 모르겠고,맥락적 정상,"['정치', '지역']","['진보계열', '호남권']",8,3,17
14969,28914,뭐냐이건 우리식으로 치자면 흠 했더니 반대하시나요라고 답하는 꼴이네,정상,,,9,9,4
14970,4853,전에 심한 장애인 분들이 철로를 막으며 사다리를 목에 걸고 장애인 엘리베이터를 설치해달라고 데모한는 것을 보았습니다 나이 많으신분들 험한말 인상 쓰고 결국 엘리베이터 설치되고 지금 지하철 장애인 엘리베이터 한번 보세요 난리입니다 서로 많이 타 내리라고 소리치고 험한말 나오고 아줌마 아저씨 학생 서로 경쟁하듯 달려가 줄섭니다 정작 장애인분들은 마지막에서 다음번 기다리고 타지 말라는건 아닌데 장애인들 데모한다고 인상 쓰시던나이 많으신 분들이 더 많이 이용합니다 ㅣ,정상,,,5,17,26
14972,24400,이게 바로 미통당이 선별 하자고 한 이유지. 갈등이 생길 수 밖에 없어.,정상,,,8,3,19
14973,20635,"저는 문재인후보 지지자 였습니다 문후보가 당선이 되지 못한 아쉬움이 아직도 큽니다 하지만 이번 대선을 마무리하며 얻은것도 있습니다 좀 더 합리적인 진보가 되어야겠다는 생각을 가지게 됐습니다 보수 지지자 분들이 넷상에선 무서워서 자신의 소신을 밝히지 못한다는 글을 봤습니다 저와 반대되는 이념과 생각을 가지고 있다는 이유로 수꼴, 일베충 운운하며 극단적 비판을 했던 제 자신을 반성해봅니다 다음 선거에서는 후보들의 공약을 위주로 분석하고 설명해서 상대방을 설득하도록 하겠습니다 마지막으로 가장 두려운것은 바꿀 수 없다고 이민이라는 말을 하며 포기하는 사람들이 생기는 것과 문재인이라는 사람을 떠나보내야 할지도 모른다는 것입니다 문후보에게서 많은 것을 보았던 한 명의 지지자로써 그를 계속 지켜보고 응원하도록 하겠습니다",맥락적 정상,['정치'],['보수계열'],8,3,9
14975,891,맙소사..;;,정상,,,3,18,7
14977,13578,여성성상품화 여성의 인권을 짓밟고 성적수치감을 주는 가부장적 남성의 전유물 남성성상품화 오빠 찌찌파티,정상,,,6,12,13
14979,21276,CLIEN 토왜보다 토짱깨가 더 무섭다는데 우리나라에 토착왜구는 많은걸로 알고 있는데 토짱깨는 누구를 지칭하는걸까요,맥락적 정상,"['정치', '인종']","['일반외국인', '중국']",0,17,19
14980,14829,스님들 차별금지법 요구하는데 이거 들어주면 교회 출동 ㅋㅋ,정상,,,4,4,27
14982,24791,40대 남성과 20대 여성의 혼인 도르 ㅋㅋ,정상,,,6,16,28
14984,8505,마미손 대놓고 안경끼네 이젠ㅋㅋ,정상,,,3,5,1
14987,16087,FMM 하실 생각 없으신가요 없으셔도 해야하는데,정상,,,9,9,14
14990,5941,펨코에서나 실제 생활에서나 욕을할때 왜케 생각없이들 하는지 모르겠다 빡쳐서 욕하는거면 그래도 이해하겠는데 장난식으로나 비꼬면서 장애인이냐 눈깔 사시냐 정신적으로 문제있냐 이런거 왜쓰는거임 수술하면 낫지만 나도 갠적으로 다른부분을 가지고 있는데 누가 이런말쓰거나 댓글에서 보이면 개빡침 제발 자제좀 합시다,정상,,,5,17,26
14995,15261,삭힌 홍어 없어서 못먹음 과메기 개꿀맛번데기 보이면 꼭 사먹음곱창 일주일에 한 번씩은 먹음닭발 술안주로 개꿀산낙지 스끼다시 안나오는 횟집 안감양고기 회식할때 제일 먼저 떠오르는 식당이 우리 동네에 있음 개좋음선지국 알만한 사람은 아는 건대 기사식당에 선지국이 지리지요 부산에 고깃집에서도 대부분 주더군요 극호민트초코 솔직히 맛있자너 호불호 심하게 갈린다 싶은 것들만 나열했는데 대부분 좋아함 안먹는건파인애플 피자 개에바임 이건 진짜 극혐고수 먹다보면 괜찮다는데 끼니로 국수먹으면 금방 허기져서 자주 못먹어봄콩국수 비지찌개 콩류는 걍 싫음,정상,,,1,1,29
14996,12316,구라 그만 까주십시오 뿡뿡,정상,,,3,18,7
14999,16097,홍어도 고급요리 재료인가?,정상,,,1,15,18
15001,7882,"10년이 지난 지금은 잘 모르겠음 근데 개신교와 그리스도교는 무슨 차이예요 어떤게 기독교임 브리타니카 백과사전, 2000년, 세계종교별인구 그리스도교 19억 3000만명 약 32 천주교 10억 4000만명 개신교 3억 6000만명 정교회 2억 2000만명 성공회 5500만명 기 타 2억 6000만명 이 슬 람 교 11억 5000만명 약 19 수 니파 9억 5000만명 시아파 2억 명 힌 두 교 7억 5000만명 약 12 비슈누파 5억 3000만명 시 바 파 1억 8000만명 기 타 4000만명 불 교 3억 5000만명 약 6 대승불교 1억 9600만명 소승불교 1억 3400만명 라 마 교 2100만명 세계 인구 65억명 중 2005년 세계 연감 The World Almanac 약 11억 6500만 명이 이슬람교인, 약 10억 3000만 명이 로마 가톨릭교인, 7억 6200만 명이 힌두교인, 3억 5400만 명이 불교인, 3억 1600만 명이 프로테스탄트교인 개신교 , 2억 1400만 명이 정교회 한국 2005년 통계청 종교별 인구 순위 자료 1 불교 10,726,463 2 기독교 8,616,438 3 천주교 5,146,147",정상,,,4,4,27
15003,13235,저는 어떤 한당에 관심을 가지거나 하지는 않습니다 다만 논리적으로 두후보다 안맞는부분이 있겠죠 박원순 후보 같은경우 서울에 부채를 줄이겠다고했습니다 그런데 보금자리 주택을 8조나 짓는다고 했어요 나경원 후보가 이거를 가지고 토론회때 얘기를했는데 답변을 못합니다 무슨상황 서울에 부채는 많은데 보금자리 주택을 빚을내어 8조를 짓다니요 나꼼수에서는 병역 문제 13세에 양손 서류상에는 그렇게 되어있으니 제기가 되었다 김총수가 반박 하지만 박원순 대표 말 자체는 다름 이건 뭔가 나경원후보 도덕적으로 여러가지 문제가 있는걸로 기사 뜨고 있지만 박원순후보도 마찬가지 결국 이거나 저거나 어떤걸 공약해도 둘다 지켜질지 모르겠으나 나한테 유리한 공약에 표를 던지는게 맞지 않나 싶은데 좌빨이다 우빨이다 하면서 사실 서로 논리적으로 맞지 않은데 어떤당을 무조건 지지해야된다고 강요하는것도 웃긴 상황 본인이 공약을 보고 나에게 유리한 공약을 찍는게 당연한데 현정치는 쓰래기니 다른사람한테 표를 줘야 한다 이건 논리적으로 모순아닌가 싶은데 공약을 보고 제대로된 검증된 사람을 뽑는것이 올바른게 아닌가 싶네요 결국 높은자리에 올라가면 국민을 위해 희생은 없지 않은가 진보를 가장한 보수 우리나라에 진보와 보수가 정확히 구별이 되는지 그나마 나꼼수에 김총수가 논리적으로 반박 하더군요 하지만 그건 팩트는 아니고 부모니까 그럴리는 업다라는 가정이고 요즘 정치는 논리 없이 양쪽다 우기는쪽으로 가는 상황 사람들은 그냥 현정권이 싫어 그냥 한쪽으로 기우는 상황,맥락적 정상,['정치'],['정치기타'],8,3,9
15004,5176,그릇은 왜 큰걸 썼을까요 양이 너무 심하네요,정상,,,9,9,1
15006,17607,정구지가 사투리가 아니었네요 대구에선 정구지라고 하거든요~~수고많으셨어요 참 좋은하루 되세요~~,정상,,,2,10,0
15008,14329,현 지역구 개표하는거 보면 지난 총선에 비해 단 3석만 더 마이너스 됐습니다 물론 개표 더 하면 더 마이너스 되겠지만요 중도를 버리고 보수만 뭉쳤습니다 그래도 503 탄핵 이전과 의석수가 별 차이 없어요 경상도 싹쓸이이고요,정상,,,2,0,20
15011,25773,이정토분들이 조금만 협조해주시면 설령 기계적으로 규칙을 적용한다 해도 유발자만 징계 당하고 대응한 분들의 피해가 최소화되겠지요...,정상,,,2,0,20
15012,25126,같이가 ~,정상,,,3,6,23
15013,19501,호감도 돌리고 있었는데 트레를 걸더라구 받았더니 200만원 줌 짤은 오늘 가브항아리에서 먹은거,정상,,,1,1,22
15014,7476,미국 광신도들이 진짜 무섭지,정상,,,0,0,20
15016,6924,ㅉㅈㅉㅈ 적이고 인술이고 무기고 다 카무이로 집어 넣음 됨이동되면 누구나 어 여긴 어디지 하면서 최소 2 3초는 어벙됨이미 너는 방사능에 피폭되어 죽어 있다,정상,,,5,17,26
15017,20987,해피스틱 가오리도 있음?,정상,,,7,5,2
15020,733,"인권으로 소수자를 배려하고 존중해야 한다고 알고 있고 미국에서 동성애 결혼 합법화까지도 이해하는데요 동성애, 성소수자를 법적으로 보호해줘야 할 것과 그것을 잘 못 되었다고 말하는 것은 사뭍다른 이야기 같아서 동성애가 상관없다로 접근하는 것은 아닌것 같고 말이죠 여러모로 논쟁거리와 화두가 되고 있긴한데, 제목으로 돌아와서, 동성애 그냥 받아주면 되는걸까요 잘 못됬다고 이야기 해야 할까요",정상,,,6,19,16
15021,20610,아몰랑 잘한건지 못한건지 난 모르겠고 무조건 너희가 하는건 나라에 도움안됨 빼애애액,정상,,,5,9,26
15022,27734,마오쩌둥은 시간성애자,정상,,,5,19,16
15023,7128,아 뚝쓰딱쓰 마렵다,정상,,,7,5,1
15024,10959,어휴 외교참사,정상,,,0,16,19
15026,1146,워딩이좀 그렇긴한데 코멘트가 사실이라면 노답이네요,정상,,,9,9,6
15027,13365,무서워서 못하겠어요 유충은 다 있는거 같아요 발견되냐 안되냐의 문제지 ㅜㅜ,정상,,,9,13,24
15029,2674,나는 세상에 없다 유일해서가 아니라 나의 모습으로 나타나지 않아서 그런가보다 흙을 뒤집어 엎으면 나타나지만 흉물스럽다 꼴 보기 싫다 아직 세상에 유충이라서가 아니라 허물을 벗지 못해서 그런가보다 땅 위에 잠든,정상,,,9,9,26
15034,4978,군납 비리 할려면 저정도 보험은 있어야겠지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,정상,,,2,0,14
15037,13166,홍어는 애탕인디....이건 못먹겠군,정상,,,1,15,18
15042,7700,의문ㅋㅋ,정상,,,3,6,12
15043,8208,여성가족부 폐지 젠더갈등해소 이거 있는 후보자 있냐,정상,,,6,12,13
15045,5169,정작 지 머리는 촌스러운 디자이너들 많던뎈ㅋㅋㅋ,정상,,,7,5,1
15051,1636,뚜밥 생일 전에 만숙언니가 밥을 먹자 했다그때 감스트가 옆모습을 보고 소개시켜달라 했다만숙언니가 약속을 잡으려다 못잡게 되었고일주일 쯤 후에 남순이가 감스트님 어떻게 생각하냐 소개받을 생각 있냐 감스트 남순이한테 쌍욕박고 손절했었다그러고 2주만에 화해했다일반인 소개팅 뻥이었다 뚜밥 만식오빠가 감스트님 어떻게 생각하냐 해서궁금하긴 한데 남자 만날 생각이 없다고 했다그리고나서 좀 지나고 만식오빠가 또 물어봤다 혹시 진짜 안외롭냐 뚜밥아 진짜 좋은 사람이라 꼭 소개시켜주고 싶다 만식 바로 런 ㅋㅋ방송 몰카인지 확인까지 했다감딱딱이었다뭐 물어보면 네 네 감스트 급발진하다가 개망할까봐 선을 지키려고 했다술집 예약도 했었다뚜밥이 먼저 카페 가자고 했다 뚜밥 옷 어울리길래 옷집갔다 감스트 연도기도 해줬다1 5 만나서 1 9 부터 사귐길어져서 그만쓸게여생각들면 다시씀,정상,,,1,14,11
